run_id,jenis,step,loss
gemma4-e2b-split70-s1,latih,1730,0.1318698525428772
gemma4-e2b-split70-s1,latih,1740,0.1860546350479126
gemma4-e2b-split70-s1,latih,1750,0.19741402864456176
gemma4-e2b-split70-s1,latih,1760,0.1515575885772705
gemma4-e2b-split70-s1,latih,1770,0.15342388153076172
gemma4-e2b-split70-s1,latih,1780,0.17749749422073363
gemma4-e2b-split70-s1,latih,1790,0.18918392658233643
gemma4-e2b-split70-s1,latih,1800,0.16851526498794556
gemma4-e2b-split70-s1,latih,1810,0.16662682294845582
gemma4-e2b-split70-s1,latih,1820,0.17777024507522582
gemma4-e2b-split70-s1,latih,1830,0.17948659658432006
gemma4-e2b-split70-s1,latih,1840,0.1518386721611023
gemma4-e2b-split70-s1,latih,1850,0.15406371355056764
gemma4-e2b-split70-s1,latih,1860,0.20281629562377929
gemma4-e2b-split70-s1,latih,1870,0.1671517014503479
